Name,Identity,E_value,Length,ACC_number
NADPH-ferrihemoprotein reductase [Vigna unguiculata],0.6775193798449612,0.0,681,QCE00733
hypothetical protein FH972_013801 [Carpinus fangiana],0.6770833333333334,0.0,674,KAE8057082
hypothetical protein JHK85_009788 [Glycine max],0.6766917293233082,1.85989e-52,675,KAG5048685
PREDICTED: NADPH--cytochrome P450 reductase 1-like [Tarenaya hassleriana],0.676602086438152,0.0,694,XP_010530279
NADPH--cytochrome P450 reductase-like protein [Carex littledalei],0.6764295676429568,0.0,698,KAF3338795
hypothetical protein Leryth_017210 [Lithospermum erythrorhizon],0.6763848396501457,0.0,691,KAG9132010
unnamed protein product [Brassica napus],0.6762481089258698,0.0,695,CAF2027779
NADPH--cytochrome P450 reductase [Beta vulgaris subsp. vulgaris],0.6761768901569187,0.0,693,XP_010692385
hypothetical protein BVRB_1g020220 [Beta vulgaris subsp. vulgaris],0.6761768901569187,0.0,693,KMT00207
hypothetical protein DVH24_016690 [Malus domestica],0.6760772659732541,0.0,666,RXH73868
hypothetical protein I3843_08G056500 [Carya illinoinensis] >gb|KAG7966579.1| hypothetical protein I3843_08G056500 [Carya illinoinensis],0.6760355029585798,0.0,697,KAG7966578
Cytochrome P450 reductase [Fallopia sachalinensis],0.6759530791788856,0.0,693,BAU59414
hypothetical protein PVAP13_7KG415440 [Panicum virgatum],0.6757990867579908,0.0,653,KAG2575296
PREDICTED: NADPH--cytochrome P450 reductase-like isoform X2 [Gossypium arboreum],0.6757142857142857,0.0,693,XP_017639446
NADPH--cytochrome P450 reductase-like isoform X2 [Vigna unguiculata],0.6756756756756757,0.0,664,XP_027940667
hypothetical protein SLEP1_g30083 [Shorea leprosula],0.6755952380952381,0.0,692,GKV19884
unnamed protein product [Eruca vesicaria subsp. sativa],0.6755952380952381,0.0,695,CAH8363970
hypothetical protein K1719_021880 [Acacia pycnantha],0.6747572815533981,0.0,638,KAI9106352
PREDICTED: NADPH--cytochrome P450 reductase isoform X1 [Gossypium raimondii],0.6745810055865922,0.0,710,XP_012445554
NADPH--cytochrome P450 reductase [Andrographis paniculata] >gb|AQT38168.1| NADPH-cytochrome P450 reductase [Andrographis paniculata],0.6744868035190615,0.0,689,XP_051118186
cytochrome P450 oxidoreductase 1 [Ginkgo biloba],0.6743849493487699,0.0,689,UTS77796
hypothetical protein E1A91_A01G131900v1 [Gossypium mustelinum],0.6742857142857143,0.0,693,TYJ49406
NADPH--cytochrome P450 reductase isoform X2 [Gossypium hirsutum] >gb|KAG4214510.1| hypothetical protein ERO13_A01G126300v2 [Gossypium hirsutum] >gb|TYH31013.1| hypothetical protein ES288_A01G140600v1 [Gossypium darwinii],0.6742857142857143,0.0,693,XP_040961374
PREDICTED: NADPH--cytochrome P450 reductase-like isoform X1 [Gossypium arboreum],0.6737891737891738,0.0,695,XP_017639445
NADPH--cytochrome P450 reductase-like [Vigna umbellata],0.6737160120845922,0.0,681,XP_047149051
PREDICTED: NADPH--cytochrome P450 reductase-like [Lupinus angustifolius] >ref|XP_019417337.1| PREDICTED: NADPH--cytochrome P450 reductase-like [Lupinus angustifolius],0.673352435530086,0.0,691,XP_019417336
hypothetical protein Ahy_A08g038561 isoform A [Arachis hypogaea] >gb|RYR42107.1| hypothetical protein Ahy_A08g038561 isoform B [Arachis hypogaea],0.6731054977711739,0.0,672,RYR42106
hypothetical protein Vadar_030386 [Vaccinium darrowii],0.6730205278592375,0.0,684,KAH7847799
NADPH--cytochrome P450 reductase-like [Nymphaea colorata],0.6727019498607242,0.0,709,XP_031481722
unnamed protein product [Brassica rapa] >emb|VDC83375.1| unnamed protein product [Brassica rapa],0.6726998491704375,0.0,695,CAG7884276
NADPH--cytochrome P450 reductase 1 isoform X1 [Brassica rapa],0.6726998491704375,0.0,695,XP_009137450
NADPH--cytochrome P450 reductase 1 [Brassica napus],0.6726998491704375,0.0,695,XP_013644219
unnamed protein product [Brassica rapa],0.6726190476190477,0.0,695,VDC75021
NADPH--cytochrome P450 reductase 1-like [Brassica napus] >emb|CAF2149637.1| unnamed protein product [Brassica napus] >emb|CDY34288.1| BnaA01g13910D [Brassica napus],0.6726190476190477,0.0,695,XP_022572318
"unnamed protein product, partial [Brassica rapa]",0.6726190476190477,0.0,727,CAG7887521
NADPH--cytochrome P450 reductase isoform X1 [Gossypium hirsutum] >gb|KAG4214509.1| hypothetical protein ERO13_A01G126300v2 [Gossypium hirsutum],0.6723646723646723,0.0,695,XP_040961346
hypothetical protein E1A91_A01G131900v1 [Gossypium mustelinum],0.6723646723646723,0.0,695,TYJ49403
"hypothetical protein CR513_31973, partial [Mucuna pruriens]",0.6718092566619915,0.0,766,RDX86669
hypothetical protein GIB67_016753 [Kingdonia uniflora],0.6715116279069767,0.0,651,KAF6144505
hypothetical protein E1A91_A01G131900v1 [Gossypium mustelinum],0.6714082503556188,0.0,696,TYJ49404
unnamed protein product [Brassica napus] >emb|CDY11017.1| BnaA03g46760D [Brassica napus],0.6711915535444947,0.0,695,CAF2131167
PREDICTED: NADPH--cytochrome P450 reductase 1 [Brassica oleracea var. oleracea] >emb|VDD40295.1| unnamed protein product [Brassica oleracea],0.6711915535444947,0.0,695,XP_013598654
NADPH--cytochrome P450 reductase 1 [Brassica rapa],0.6711309523809523,0.0,695,XP_009138145
unnamed protein product [Cuscuta campestris],0.6710526315789473,0.0,688,VFQ62263
NADPH--cytochrome P450 reductase-like [Gossypium australe],0.670958512160229,0.0,673,KAA3453914
hypothetical protein E1A91_D01G142600v1 [Gossypium mustelinum],0.670958512160229,0.0,693,TYI97425
hypothetical protein C1H46_007488 [Malus baccata],0.6709401709401709,0.0,724,TQE06850
hypothetical protein GUJ93_ZPchr0008g13858 [Zizania palustris] >gb|KAG8046830.1| hypothetical protein GUJ93_ZPchr0008g13575 [Zizania palustris],0.6707988980716253,0.0,712,KAG8046827
unnamed protein product [Cuscuta campestris],0.6706586826347305,0.0,689,VFQ74217
hypothetical protein CUMW_059800 [Citrus unshiu],0.6706408345752608,0.0,674,GAY41483
NADPH--cytochrome P450 reductase-like isoform X2 [Durio zibethinus],0.6706231454005934,0.0,665,XP_022730022
PREDICTED: NADPH--cytochrome P450 reductase-like [Ipomoea nil],0.6705710102489019,0.0,684,XP_019175417
NADPH--cytochrome P450 reductase isoform X1 [Gossypium hirsutum],0.6703910614525139,0.0,710,XP_016748900
NADPH--cytochrome P450 reductase [Hibiscus syriacus],0.6703056768558951,2.44369e-172,647,KAE8660251
hypothetical protein DM860_006683 [Cuscuta australis],0.6702127659574468,0.0,734,RAL40613
NADPH-cytochrome P450 oxidoreductase family protein [Salix suchowensis],0.6701337295690936,0.0,672,KAG5251066
unnamed protein product [Cuscuta campestris],0.670028818443804,0.0,688,VFQ86786
hypothetical protein DM860_017114 [Cuscuta australis],0.66996699669967,0.0,638,RAL47073
hypothetical protein SASPL_128607 [Salvia splendens],0.6698369565217391,0.0,680,KAG6410546
hypothetical protein BRARA_K01497 [Brassica rapa],0.669683257918552,0.0,695,RIA04295
hypothetical protein BRARA_A01458 [Brassica rapa],0.6696428571428571,0.0,695,RID78655
NADPH--cytochrome P450 reductase-like isoform X2 [Olea europaea var. sylvestris],0.6696035242290749,0.0,670,XP_022884867
hypothetical protein RHSIM_Rhsim07G0212200 [Rhododendron simsii],0.6695778748180495,0.0,698,KAF7139001
hypothetical protein J1N35_004936 [Gossypium stocksii],0.6695278969957081,0.0,693,KAH1121776
hypothetical protein ERO13_D01G113900v2 [Gossypium hirsutum],0.6695278969957081,0.0,693,KAG4162407
PREDICTED: NADPH--cytochrome P450 reductase-like isoform X2 [Gossypium raimondii] >gb|KJB14707.1| hypothetical protein B456_002G138900 [Gossypium raimondii],0.6695278969957081,0.0,693,XP_012466696
hypothetical protein F0562_027794 [Nyssa sinensis],0.6694560669456067,0.0,692,KAA8538186
NADPH--cytochrome P450 reductase [Lolium rigidum],0.6694214876033058,0.0,700,XP_047076133
hypothetical protein [Papaver nudicaule],0.6691616766467066,0.0,682,MCL7032380
hypothetical protein RHGRI_021654 [Rhododendron griersonianum],0.6686656671664168,0.0,791,KAG5541890
NADPH--cytochrome P450 reductase [Morella rubra],0.6686478454680534,0.0,673,KAB1203923
hypothetical protein B456_002G138900 [Gossypium raimondii],0.6686478454680534,0.0,672,KJB14708
NADPH--cytochrome P450 reductase-like [Ipomoea triloba],0.6686303387334315,0.0,685,XP_031129568
NADPH--cytochrome P450 reductase [Nymphaea thermarum],0.6685236768802229,0.0,709,KAF3793992
cytochrome p450 reductase [Camptotheca acuminata],0.6685236768802229,0.0,692,QFU47271
NADPH-dependent cytochrome P450 reductase [Camptotheca acuminata],0.6685236768802229,0.0,692,QNL13419
hypothetical protein K1719_021463 [Acacia pycnantha],0.6681818181818182,2.37092e-71,655,KAI9107426
NADPH--cytochrome P450 reductase 1 [Brassica napus],0.6681749622926093,0.0,695,XP_013737985
hypothetical protein IGI04_001426 [Brassica rapa subsp. trilocularis],0.6681547619047619,0.0,695,KAG5413859
hypothetical protein N665_0632s0024 [Sinapis alba],0.6681547619047619,0.0,695,KAF8086204
PREDICTED: NADPH--cytochrome P450 reductase 1 [Raphanus sativus],0.6681547619047619,0.0,695,XP_018484557
NADPH--cytochrome P450 reductase isoform X2 [Cicer arietinum],0.6681547619047619,0.0,672,XP_027190571
NADPH--cytochrome P450 reductase-like [Hibiscus syriacus],0.6681481481481482,0.0,694,XP_039053231
PREDICTED: NADPH--cytochrome P450 reductase-like [Nicotiana sylvestris],0.6681350954478708,0.0,686,XP_009791726
hypothetical protein ZOSMA_169G00200 [Zostera marina],0.6680555555555555,0.0,710,KMZ72229
PREDICTED: NADPH--cytochrome P450 reductase-like isoform X1 [Gossypium raimondii],0.6676176890156919,0.0,695,XP_012466694
unnamed protein product [Brassica napus] >emb|VDD49522.1| unnamed protein product [Brassica oleracea],0.6671619613670133,0.0,695,CAF2071447
unnamed protein product [Microthlaspi erraticum],0.6666666666666666,0.0,649,CAA7037327
hypothetical protein MUK42_02185 [Musa troglodytarum],0.6666666666666666,0.0,680,URD90987
hypothetical protein N665_0008s0129 [Sinapis alba],0.6666666666666666,0.0,695,KAF8117784
hypothetical protein K1719_025649 [Acacia pycnantha],0.6661698956780924,0.0,662,KAI9097878
PREDICTED: NADPH--cytochrome P450 reductase [Prunus dulcis],0.6657263751763046,0.0,728,VVA16317
PREDICTED: NADPH--cytochrome P450 reductase 1-like [Brassica oleracea var. oleracea] >ref|XP_013692379.2| NADPH--cytochrome P450 reductase 1 [Brassica napus] >gb|KAH0902167.1| hypothetical protein HID58_041670 [Brassica napus],0.6656760772659732,0.0,695,XP_013609540
hypothetical protein DY000_02038194 [Brassica cretica],0.6656760772659732,0.0,696,KAF3532631
NADPH--cytochrome P450 reductase-like isoform X2 [Cynara cardunculus var. scolymus],0.6656760772659732,0.0,689,XP_024970396
hypothetical protein MKW98_025618 [Papaver atlanticum],0.6656671664167916,0.0,683,KAI3895827
cytochrome P450 reductase 1 [Tripterygium wilfordii],0.665266106442577,0.0,653,QHT64458
NADPH--cytochrome P450 reductase-like isoform X1 [Carya illinoinensis] >gb|KAG6644455.1| hypothetical protein CIPAW_08G055900 [Carya illinoinensis],0.664756446991404,0.0,697,XP_042992271
hypothetical protein Bca52824_088328 [Brassica carinata],0.6641901931649331,0.0,696,KAG2248700
PREDICTED: LOW QUALITY PROTEIN: NADPH--cytochrome P450 reductase-like [Populus euphratica],0.6641901931649331,0.0,692,XP_011016946
hypothetical protein MKX01_024765 [Papaver californicum],0.664167916041979,0.0,683,KAI3946009
hypothetical protein MKX03_000294 [Papaver bracteatum],0.664167916041979,0.0,683,KAI3896174
"truncated cytochrome P450 reductase 1, partial [synthetic construct]",0.6641104294478528,0.0,646,UGC41730
NADPH--cytochrome P450 reductase-like isoform X3 [Cynara cardunculus var. scolymus] >ref|XP_024970399.1| NADPH--cytochrome P450 reductase-like isoform X3 [Cynara cardunculus var. scolymus] >ref|XP_024970400.1| NADPH--cytochrome P450 reductase-like isoform X3 [Cynara cardunculus var. scolymus] >ref|XP_024970401.1| NADPH--cytochrome P450 reductase-like isoform X3 [Cynara cardunculus var. scolymus] >ref|XP_024970402.1| NADPH--cytochrome P450 reductase-like isoform X3 [Cynara cardunculus var. scolymus] >ref|XP_024970403.1| NADPH--cytochrome P450 reductase-like isoform X3 [Cynara cardunculus var. scolymus],0.6639741518578353,0.0,622,XP_024970398
hypothetical protein E1A91_A01G131900v1 [Gossypium mustelinum],0.6638297872340425,0.0,698,TYJ49405
hypothetical protein ES319_A01G129300v1 [Gossypium barbadense],0.6638054363376252,0.0,693,KAB2096800
hypothetical protein CIPAW_08G055900 [Carya illinoinensis] >gb|KAG6644453.1| hypothetical protein CIPAW_08G055900 [Carya illinoinensis],0.663323782234957,0.0,700,KAG6644452
hypothetical protein I3842_08G056900 [Carya illinoinensis] >gb|KAG6699210.1| hypothetical protein I3842_08G056900 [Carya illinoinensis],0.663323782234957,0.0,697,KAG6699205
NADPH--cytochrome P450 reductase 1 [Eutrema salsugineum] >gb|ESQ54872.1| hypothetical protein EUTSA_v10024568mg [Eutrema salsugineum],0.6632200886262924,0.0,694,XP_006413419
hypothetical protein PRUPE_1G532800 [Prunus persica],0.6629055007052186,0.0,728,ONI35389
hypothetical protein MKX01_018335 [Papaver californicum],0.6626686656671664,0.0,683,KAI3977068
NADPH--cytochrome P450 reductase-like isoform X4 [Cynara cardunculus var. scolymus],0.6623586429725363,0.0,620,XP_024970404
hypothetical protein KP509_14G071500 [Ceratopteris richardii] >gb|KAH7416017.1| hypothetical protein KP509_14G071500 [Ceratopteris richardii] >gb|KAH7416018.1| hypothetical protein KP509_14G071500 [Ceratopteris richardii] >gb|KAH7416019.1| hypothetical protein KP509_14G071500 [Ceratopteris richardii] >gb|KAH7416020.1| hypothetical protein KP509_14G071500 [Ceratopteris richardii],0.6622222222222223,0.0,683,KAH7416016
hypothetical protein MUK42_02185 [Musa troglodytarum],0.6620689655172414,0.0,696,URD90985
hypothetical protein I3760_08G057200 [Carya illinoinensis] >gb|KAG2692553.1| hypothetical protein I3760_08G057200 [Carya illinoinensis],0.66189111747851,0.0,697,KAG2692545
unnamed protein product [Eruca vesicaria subsp. sativa],0.6617210682492581,0.0,696,CAH8384652
unnamed protein product [Linum tenue],0.6614509246088194,0.0,724,CAI0405864
unnamed protein product [Microthlaspi erraticum],0.6612903225806451,0.0,709,CAA7037328
NADPH:ferrihemoprotein oxidoreductase [Papaver somniferum] >gb|AHF27398.1| NADPH:ferrihemoprotein oxidoreductase [synthetic construct],0.6611694152923538,0.0,683,AAC05021
NADPH--cytochrome P450 reductase-like [Papaver somniferum],0.6611694152923538,0.0,683,XP_026394436
hypothetical protein Bca52824_088329 [Brassica carinata],0.6607407407407407,0.0,694,KAG2248701
hypothetical protein H5410_024065 [Solanum commersonii],0.6605374823196606,0.0,710,KAG5612784
unnamed protein product [Linum tenue],0.6600284495021337,0.0,724,CAI0406044
hypothetical protein JHK84_040845 [Glycine max],0.6599131693198264,0.0,709,KAG5122505
PREDICTED: NADPH--cytochrome P450 reductase isoform X2 [Vigna angularis],0.6597325408618128,0.0,653,XP_017422032
NADPH--cytochrome P450 reductase isoform 3 [Theobroma cacao],0.6596931659693166,0.0,736,EOY15461
hypothetical protein MKW92_003670 [Papaver armeniacum],0.6596701649175413,0.0,680,KAI3955314
hypothetical protein TanjilG_28461 [Lupinus angustifolius],0.6590257879656161,0.0,680,OIV96604
flavodoxin-like protein [Artemisia annua],0.6588235294117647,0.0,667,PWA98916
hypothetical protein I3843_08G056500 [Carya illinoinensis],0.6588235294117647,0.0,701,KAG7966577
"unnamed protein product, partial [Brassica oleracea]",0.6587183308494784,0.0,715,VDD49521
unnamed protein product [Brassica napus],0.6587183308494784,0.0,695,CAF2071443
hypothetical protein JHK85_041220 [Glycine max],0.6584302325581395,0.0,709,KAG4966245
hypothetical protein ES288_D01G148400v1 [Gossypium darwinii],0.6583333333333333,0.0,745,TYG83181
hypothetical protein ES319_D01G136700v1 [Gossypium barbadense],0.6583333333333333,0.0,745,KAB2045086
NADPH--cytochrome P450 reductase isoform X2 [Helianthus annuus],0.6582633053221288,0.0,715,XP_021996857
NADPH--cytochrome P450 reductase 1 [Arabidopsis lyrata subsp. lyrata] >gb|EFH43921.1| hypothetical protein ARALYDRAFT_492391 [Arabidopsis lyrata subsp. lyrata] >emb|CAH8275492.1| unnamed protein product [Arabidopsis lyrata],0.6582466567607727,0.0,692,XP_020873336
hypothetical protein PVAP13_2NG472900 [Panicum virgatum],0.6573116691285081,0.0,657,KAG2636791
"P450 reductase 1, partial [Prunus dulcis]",0.6572280178837556,0.0,656,BBG95867
hypothetical protein ES332_D01G149000v1 [Gossypium tomentosum],0.6569444444444444,0.0,745,TYH87873
NADPH--cytochrome P450 reductase-like [Gossypium hirsutum],0.6569444444444444,0.0,745,XP_040942373
PREDICTED: NADPH--cytochrome P450 reductase 1-like [Raphanus sativus],0.6567607726597325,0.0,694,XP_018472310
Oxidoreductase FAD/NAD(P)-binding [Arabidopsis thaliana x Arabidopsis arenosa],0.6567607726597325,0.0,692,KAG7541630
hypothetical protein MKW92_043138 [Papaver armeniacum],0.656671664167916,0.0,680,KAI3927070
NADPH--cytochrome P450 reductase-like [Helianthus annuus] >gb|KAF5776581.1| putative NADPH--hemoprotein reductase [Helianthus annuus],0.6558988764044944,0.0,692,XP_021996858
hypothetical protein IFM89_010434 [Coptis chinensis],0.6558345642540621,0.0,678,KAF9608650
hypothetical protein TEA_001891 [Camellia sinensis var. sinensis],0.6549520766773163,0.0,651,THG07301
hypothetical protein JHK85_015207 [Glycine max],0.6547619047619048,0.0,704,KAG5031225
hypothetical protein G4B88_019924 [Cannabis sativa] >gb|KAF4360108.1| hypothetical protein F8388_015977 [Cannabis sativa],0.6547619047619048,0.0,670,KAF4355688
"hypothetical protein C3L33_09245, partial [Rhododendron williamsianum]",0.6545454545454545,0.0,630,KAE9458850
PREDICTED: NADPH--cytochrome P450 reductase 1-like [Brassica oleracea var. oleracea],0.65424739195231,0.0,695,XP_013618645
oxidoreductase protein [Spatholobus suberectus],0.6540697674418605,0.0,658,TKY56337
NADPH--cytochrome P450 reductase isoform X1 [Helianthus annuus],0.6540084388185654,0.0,693,XP_021996856
hypothetical protein KFK09_006235 [Dendrobium nobile],0.6536312849162011,0.0,670,KAI0518799
P450 reductase 1 [Arabidopsis thaliana] >sp|Q9SB48.1| RecName: Full=NADPH--cytochrome P450 reductase 1; Short=AtCPR1; Short=CPR 1; Short=P450R 1; AltName: Full=Cytochrome P450 73 A5 [Arabidopsis thaliana] >gb|AGA15807.1| CPR1 [Expression vector pUDE172] >gb|KAG7617175.1| Oxidoreductase FAD/NAD(P)-binding [Arabidopsis thaliana x Arabidopsis arenosa] >gb|KAG7621642.1| Oxidoreductase FAD/NAD(P)-binding [Arabidopsis suecica] >gb|UPO25017.1| NADPH-cytochrome P450 reductase [synthetic construct] >gb|AAK96879.1| NADPH-ferrihemoprotein reductase ATR1 [Arabidopsis thaliana],0.6523031203566122,0.0,692,NP_194183
unnamed protein product [Arabidopsis thaliana],0.6523031203566122,0.0,692,CAD5328931
unnamed protein product [Arabidopsis thaliana],0.6523031203566122,0.0,692,CAA0396366
hypothetical protein I3842_08G056900 [Carya illinoinensis] >gb|KAG7966580.1| hypothetical protein I3843_08G056500 [Carya illinoinensis],0.6518282988871225,0.0,626,KAG6699209
PREDICTED: NADPH--cytochrome P450 reductase 1 [Camelina sativa],0.6517857142857143,0.0,691,XP_010448554
NADPH--cytochrome P450 reductase 1-like [Brassica napus],0.6512667660208644,0.0,695,XP_048600101
unnamed protein product [Linum tenue],0.6512667660208644,0.0,663,CAI0463992
hypothetical protein RHMOL_Rhmol07G0271200 [Rhododendron molle],0.6510263929618768,0.0,657,KAI8548402
FAD-binding domain ferredoxin reductase-type [Arabidopsis suecica],0.6508172362555721,0.0,692,KAG7546321
PREDICTED: NADPH--cytochrome P450 reductase 1 isoform X1 [Camelina sativa] >ref|XP_010433758.1| PREDICTED: NADPH--cytochrome P450 reductase 1 isoform X2 [Camelina sativa] >ref|XP_010433759.1| PREDICTED: NADPH--cytochrome P450 reductase 1 isoform X3 [Camelina sativa],0.6502976190476191,0.0,691,XP_010433757
hypothetical protein I3760_08G057200 [Carya illinoinensis],0.6502384737678856,0.0,626,KAG2692546
hypothetical protein KP509_21G089000 [Ceratopteris richardii] >gb|KAH7316336.1| hypothetical protein KP509_21G089000 [Ceratopteris richardii] >gb|KAH7316337.1| hypothetical protein KP509_21G089000 [Ceratopteris richardii] >gb|KAH7316338.1| hypothetical protein KP509_21G089000 [Ceratopteris richardii],0.649390243902439,0.0,683,KAH7316335
NADPH-P450 reductase 1 [Zingiber officinale],0.6489510489510489,0.0,703,BAJ41268
NADPH--cytochrome P450 reductase 3-like [Zingiber officinale] >gb|KAG6467132.1| hypothetical protein ZIOFF_075049 [Zingiber officinale],0.6489510489510489,0.0,705,XP_042452273
NADPH--cytochrome P450 reductase 3-like [Zingiber officinale] >gb|KAG6524489.1| hypothetical protein ZIOFF_014400 [Zingiber officinale],0.6489510489510489,0.0,703,XP_042462459
NADPH--cytochrome P450 reductase 3-like [Zingiber officinale],0.6489510489510489,0.0,704,XP_042408014
NADPH--cytochrome P450 reductase-like [Tanacetum cinerariifolium],0.6485294117647059,0.0,770,GEU63855
NADPH--cytochrome P450 reductase 2-like isoform X3 [Brassica napus],0.6480218281036835,0.0,690,XP_048606445
NADPH--cytochrome P450 reductase 1 [Capsella rubella] >gb|EOA18835.1| hypothetical protein CARUB_v10007449mg [Capsella rubella],0.6478454680534919,0.0,692,XP_006285937
hypothetical protein ZIOFF_040921 [Zingiber officinale],0.6476323119777159,0.0,707,KAG6501054
NADPH--cytochrome P450 reductase 3-like [Zingiber officinale] >gb|KAG6528309.1| hypothetical protein ZIOFF_010461 [Zingiber officinale],0.6475524475524476,0.0,703,XP_042457169
PREDICTED: NADPH--cytochrome P450 reductase 1 isoform X1 [Camelina sativa] >ref|XP_019088300.1| PREDICTED: NADPH--cytochrome P450 reductase 1 isoform X2 [Camelina sativa],0.6473214285714286,0.0,691,XP_010439016
hypothetical protein I3842_08G056900 [Carya illinoinensis],0.6467236467236467,0.0,701,KAG6699211
NADPH-ferrihemoprotein reductase [Arabidopsis thaliana],0.6463595839524517,0.0,692,CAA46814
unnamed protein product [Digitaria exilis],0.6453333333333333,0.0,735,CAB3454222
hypothetical protein I3760_08G057200 [Carya illinoinensis],0.6452991452991453,0.0,701,KAG2692547
P450 reductase 1 [Arabidopsis thaliana] >gb|AEE84920.1| P450 reductase 1 [Arabidopsis thaliana],0.6448736998514116,0.0,688,NP_001190823
hypothetical protein IGI04_013134 [Brassica rapa subsp. trilocularis],0.6440422322775264,0.0,675,KAG5407015
NADPH--cytochrome P450 reductase-like isoform X1 [Cynara cardunculus var. scolymus] >ref|XP_024970395.1| NADPH--cytochrome P450 reductase-like isoform X1 [Cynara cardunculus var. scolymus],0.6436781609195402,0.0,712,XP_024970394
NADPH--cytochrome P450 reductase [Apostasia shenzhenica],0.6430555555555556,0.0,655,PKA51403
unnamed protein product [Brassica rapa] >emb|VDC75020.1| unnamed protein product [Brassica rapa],0.6428571428571429,0.0,695,CAG7887520
BnaA01g13900D [Brassica napus],0.6423357664233577,0.0,694,CDY34287
NADPH--cytochrome P450 reductase 1 [Brassica rapa],0.6423357664233577,0.0,694,XP_009138137
NADPH--cytochrome P450 reductase [Hibiscus syriacus],0.6414814814814814,0.0,688,KAE8656115
hypothetical protein [Gossypium armourianum],0.6409155937052933,0.0,671,MBA0823404
hypothetical protein C5167_010877 [Papaver somniferum],0.6401799100449775,0.0,663,RZC67195
hypothetical protein BDL97_03G024600 [Sphagnum fallax],0.640117994100295,0.0,688,KAH8966421
hypothetical protein KC19_12G169700 [Ceratodon purpureus] >gb|KAG0599701.1| hypothetical protein M758_12G172800 [Ceratodon purpureus],0.6396946564885496,0.0,683,KAG0555443
NADPH--cytochrome P450 reductase 1 [Brassica napus] >emb|CAF2149636.1| unnamed protein product [Brassica napus],0.6394160583941606,0.0,694,XP_048597596
hypothetical protein F2Q68_00037387 [Brassica cretica],0.6393989983305509,0.0,618,KAF2550596
hypothetical protein AXG93_3786s1130 [Marchantia polymorpha subsp. ruderalis],0.6393939393939394,0.0,780,OAE26234
hypothetical protein MARPO_0159s0022 [Marchantia polymorpha] >dbj|BBN06412.1| hypothetical protein Mp_3g20920 [Marchantia polymorpha subsp. ruderalis],0.6393939393939394,0.0,726,PTQ28608
hypothetical protein GOP47_0021084 [Adiantum capillus-veneris],0.639269406392694,0.0,702,KAI5064414
unnamed protein product [Digitaria exilis],0.6389684813753582,0.0,662,CAB3486009
hypothetical protein SELMODRAFT_152770 [Selaginella moellendorffii],0.6386687797147385,0.0,627,EFJ20231
hypothetical protein CY35_03G019900 [Sphagnum magellanicum],0.6386430678466076,0.0,688,KAH9567253
hypothetical protein HID58_001430 [Brassica napus],0.6383928571428571,0.0,675,KAH0941793
NADPH--cytochrome P450 reductase 3-like [Zingiber officinale] >gb|KAG6516106.1| hypothetical protein ZIOFF_026554 [Zingiber officinale],0.6368638239339752,0.0,708,XP_042378832
hypothetical protein SELMODRAFT_234596 [Selaginella moellendorffii],0.6354992076069731,0.0,627,EFJ14342
NADPH--cytochrome P450 reductase 3-like [Zingiber officinale] >gb|KAG6511747.1| hypothetical protein ZIOFF_029824 [Zingiber officinale],0.6354883081155434,0.0,708,XP_042384011
hypothetical protein IGI04_001425 [Brassica rapa subsp. trilocularis],0.6353111432706223,0.0,698,KAG5413858
unnamed protein product [Eruca vesicaria subsp. sativa],0.6348773841961853,0.0,688,CAH8359551
unnamed protein product [Linum tenue],0.6344238975817923,0.0,698,CAI0406045
hypothetical protein HID58_012618 [Brassica napus],0.6334841628959276,0.0,675,KAH0935501
hypothetical protein HHK36_030768 [Tetracentron sinense],0.6333333333333333,0.0,805,KAF8377391
hypothetical protein Mapa_008949 [Marchantia paleacea],0.6333333333333333,0.0,726,KAG6549567
PREDICTED: NADPH--cytochrome P450 reductase 1-like isoform X2 [Raphanus sativus],0.6330409356725146,0.0,693,XP_018454736
hypothetical protein DY000_02027246 [Brassica cretica],0.6327212020033389,0.0,618,KAF3596138
NADPH--cytochrome P450 reductase isoform X2 [Selaginella moellendorffii],0.6314984709480123,0.0,698,XP_002986144
hypothetical protein SELMODRAFT_157822 [Selaginella moellendorffii],0.6314984709480123,0.0,674,EFJ12675
NADPH:cytochrome P450 reductase [Anthoceros agrestis],0.6305343511450382,0.0,683,QHF16162
hypothetical protein N665_0008s0130 [Sinapis alba],0.6297335203366059,0.0,696,KAF8117785
NADPH--cytochrome P450 reductase isoform X4 [Abrus precatorius],0.6296829971181557,0.0,637,XP_027333751
NADPH--cytochrome P450 reductase [Selaginella moellendorffii],0.6284403669724771,0.0,698,XP_024514731
hypothetical protein KC19_3G012200 [Ceratodon purpureus] >gb|KAG0621340.1| hypothetical protein M758_3G012400 [Ceratodon purpureus],0.6278366111951589,0.0,679,KAG0581820
unnamed protein product [Digitaria exilis],0.6263498920086393,3.09577e-163,651,CAB3457860
"hypothetical protein CR513_49646, partial [Mucuna pruriens]",0.6243093922651933,0.0,781,RDX71045
LOW QUALITY PROTEIN: NADPH--cytochrome P450 reductase [Selaginella moellendorffii],0.623688155922039,0.0,698,XP_024530903
hypothetical protein MUK42_02185 [Musa troglodytarum],0.623249299719888,0.0,638,URD90986
hypothetical protein SELMODRAFT_181373 [Selaginella moellendorffii],0.6231003039513677,0.0,680,EFJ13833
unnamed protein product [Spirodela intermedia] >emb|CAA6663086.1| unnamed protein product [Spirodela intermedia],0.6227810650887574,0.0,688,CAA2623544
